1.000000000000000000e+02 9.557472421605873736e-01
1.393939393939393767e+02 9.383143394208253163e-01
1.787878787878787818e+02 9.208814329794958731e-01
2.181818181818181870e+02 9.034484537848631591e-01
2.575757575757575637e+02 8.860156228573613513e-01
2.969696969696969404e+02 8.685827185536616479e-01
3.363636363636363740e+02 8.511497926336861752e-01
3.757575757575757507e+02 8.337169088194947841e-01
4.151515151515151274e+02 8.162840002747915324e-01
4.545454545454545041e+02 7.988511000190628986e-01
4.939393939393938808e+02 7.814181815382752472e-01
5.333333333333332575e+02 7.639852917242178076e-01
5.727272727272727479e+02 7.465523920778958100e-01
6.121212121212121247e+02 7.291194833601249981e-01
6.515151515151515014e+02 7.116865790276715176e-01
6.909090909090908781e+02 6.942536758860328172e-01
7.303030303030302548e+02 6.768207262366966459e-01
7.696969696969696315e+02 6.593878553453788038e-01
8.090909090909090082e+02 6.419549594313095353e-01
8.484848484848483849e+02 6.245220548155845375e-01
8.878787878787877617e+02 6.070891490544915170e-01
9.272727272727272521e+02 5.896562349678481363e-01
9.666666666666666288e+02 5.722233414896811254e-01
1.006060606060606005e+03 5.547904356489646860e-01
1.045454545454545496e+03 5.373575314374893219e-01
1.084848484848484759e+03 5.199246121071859905e-01
1.124242424242424249e+03 5.024917221572502424e-01
1.163636363636363512e+03 4.850588227356352755e-01
1.203030303030303003e+03 4.676259121477266412e-01
1.242424242424242266e+03 4.501930081202233369e-01
1.281818181818181756e+03 4.327600960221004156e-01
1.321212121212121019e+03 4.153271979089752097e-01
1.360606060606060510e+03 3.978943077054047928e-01
1.400000000000000000e+03 3.804613897883061813e-01
1.439393939393939263e+03 3.630284839857613743e-01
1.478787878787878753e+03 3.455955823797910997e-01
1.518181818181818016e+03 3.281626758726320370e-01
1.557575757575757507e+03 3.107297792228829181e-01
1.596969696969696770e+03 2.932968661997203408e-01
1.636363636363636260e+03 2.758639630614967975e-01
1.675757575757575523e+03 2.584310579977177058e-01
1.715151515151515014e+03 2.409981535594922231e-01
1.754545454545454504e+03 2.235652498145473399e-01
1.793939393939393767e+03 2.061323415421229821e-01
1.833333333333333258e+03 1.886994398509713733e-01
1.872727272727272521e+03 1.712665356787367310e-01
1.912121212121212011e+03 1.538336309575205063e-01
1.951515151515151274e+03 1.364007260222002971e-01
1.990909090909090764e+03 1.189678221295393801e-01
2.030303030303030255e+03 1.015349157675885100e-01
2.069696969696969518e+03 8.431967793772024433e-02
2.109090909090909008e+03 6.861582193818384356e-02
2.148484848484848499e+03 5.461006989497450836e-02
2.187878787878787534e+03 4.227129318034281852e-02
2.227272727272727025e+03 3.156946941133498968e-02
2.266666666666666515e+03 2.247564813419293192e-02
2.306060606060606005e+03 1.496187643536658028e-02
2.345454545454545496e+03 9.001161123184468413e-03
2.384848484848484532e+03 4.567411883944761525e-03
2.424242424242424022e+03 1.635416025206001779e-03
2.463636363636363512e+03 1.807513053809052333e-04
2.503030303030303003e+03 0.000000000000000000e+00
2.542424242424242038e+03 0.000000000000000000e+00
2.581818181818181529e+03 0.000000000000000000e+00
2.621212121212121019e+03 0.000000000000000000e+00
2.660606060606060510e+03 0.000000000000000000e+00
2.700000000000000000e+03 0.000000000000000000e+00
2.739393939393939036e+03 0.000000000000000000e+00
2.778787878787878526e+03 0.000000000000000000e+00
2.818181818181818016e+03 0.000000000000000000e+00
2.857575757575757507e+03 0.000000000000000000e+00
2.896969696969696543e+03 0.000000000000000000e+00
2.936363636363636033e+03 0.000000000000000000e+00
2.975757575757575523e+03 0.000000000000000000e+00
3.015151515151515014e+03 0.000000000000000000e+00
3.054545454545454504e+03 0.000000000000000000e+00
3.093939393939393540e+03 0.000000000000000000e+00
3.133333333333333030e+03 0.000000000000000000e+00
3.172727272727272521e+03 0.000000000000000000e+00
3.212121212121212011e+03 0.000000000000000000e+00
3.251515151515151047e+03 0.000000000000000000e+00
3.290909090909090537e+03 0.000000000000000000e+00
3.330303030303030027e+03 0.000000000000000000e+00
3.369696969696969518e+03 0.000000000000000000e+00
3.409090909090909008e+03 0.000000000000000000e+00
3.448484848484848044e+03 0.000000000000000000e+00
3.487878787878787534e+03 0.000000000000000000e+00
3.527272727272727025e+03 0.000000000000000000e+00
3.566666666666666515e+03 0.000000000000000000e+00
3.606060606060606005e+03 0.000000000000000000e+00
3.645454545454545041e+03 0.000000000000000000e+00
3.684848484848484532e+03 0.000000000000000000e+00
3.724242424242424022e+03 0.000000000000000000e+00
3.763636363636363512e+03 0.000000000000000000e+00
3.803030303030302548e+03 0.000000000000000000e+00
3.842424242424242038e+03 0.000000000000000000e+00
3.881818181818181529e+03 0.000000000000000000e+00
3.921212121212121019e+03 0.000000000000000000e+00
3.960606060606060510e+03 0.000000000000000000e+00
4.000000000000000000e+03 0.000000000000000000e+00
